Names	switch_no_tresh	switch_with_tresh	mean_no_tresh	mean_with_tresh	vari_no_tresh	vari_with_tresh	devi_no_tresh	devi_with_tresh
165840_rfMRI_REST2	0.2501052631578947	0.13431578947368422	0.003367003367003367	0.6111111111111112	0.9999886632883267	0.6265432098765431	0.9999943316280981	0.7915448249319448
680452_rfMRI_REST2	0.24421052631578946	0.05347368421052632	0.004208754208754209	0.8644781144781145	0.99998228638801	0.252677589588364	0.9999911431547831	0.5026704582411463
126325_rfMRI_REST1	0.2538947368421053	0.07284210526315789	0.010101010101010102	0.7861952861952862	0.9998979695949394	0.38189697196431205	0.9999489834961278	0.6179781322703192
250427_rfMRI_REST2	0.24168421052631578	0.12294736842105262	-0.031144781144781145	0.6127946127946128	0.9990300026074436	0.6244827625299006	0.9995148836347779	0.7902422176332398
675661_rfMRI_REST2	0.24589473684210525	0.008421052631578947	-0.006734006734006734	0.9814814814814815	0.9999546531533063	0.03669410150891632	0.9999773263196052	0.19155704505164073
191033_rfMRI_REST2	0.256	0.042105263157894736	-0.015151515151515152	0.8922558922558923	0.9997704315886136	0.20387942273464155	0.9998852092058436	0.45153009061926486
765864_rfMRI_REST2	0.25263157894736843	0.09305263157894737	-0.004208754208754209	0.7247474747474747	0.9999822863880102	0.47474109784715846	0.9999911431547832	0.6890145846403822
812746_rfMRI_REST2	0.2471578947368421	0.16547368421052633	-0.0008417508417508417	0.49326599326599324	0.9999992914555208	0.756688659887313	0.9999996457276976	0.8698785316854952
118932_rfMRI_REST1	0.2501052631578947	0.0711578947368421	0.008417508417508417	0.7996632996632996	0.9999291455520412	0.36053860717160385	0.9999645721484542	0.6004486715545333
109830_rfMRI_REST2	0.2538947368421053	0.06778947368421052	-0.026936026936026935	0.819023569023569	0.9992744504529018	0.3292003933838952	0.9996371593998002	0.5737598743236539
